,Source Account,Text,Date,Compound Score,Positive Score,Neutral Score,Negative Score
281,CNN,"When you come to the fork in the road, do you take:

a.) Donald J. Trump Utah National Parks Highway
OR
b.) Stormy… https://t.co/7eSmq8qIJG",2018-03-07 01:52:51+00:00,0.0,0.0,1.0,0.0
282,CNN,"Maker of Smith &amp; Wesson guns on safety debate: ""The solution is not to take a politically motivated action that has… https://t.co/aTUXTm8Whn",2018-03-07 01:49:06+00:00,0.7964,0.31,0.69,0.0
283,CNN,"The USS Carl Vinson has moored just off the coast of Da Nang, Vietnam. It is the first time a US Navy aircraft carr… https://t.co/TjZTG8wSpN",2018-03-07 01:45:29+00:00,0.0,0.0,1.0,0.0
284,CNN,Acting Deputy FBI Director David Bowdich told House members privately that the FBI missed two tips about the Florid… https://t.co/6HqKaNaG3m,2018-03-07 01:44:19+00:00,-0.296,0.0,0.896,0.104
285,CNN,The Weinstein Company is once again on the verge of bankruptcy. Last week's tentative $500 million deal to sell mos… https://t.co/QusnAL0jPh,2018-03-07 01:41:04+00:00,0.0,0.0,1.0,0.0
286,CNN,"Local law says that ""every head of household residing in the city limits is required to maintain a firearm"" in Kenn… https://t.co/K3HRFOSI12",2018-03-07 01:36:03+00:00,0.0,0.0,1.0,0.0
287,CNN,"""It is about the Russians, and it's about follow the money. That's exactly what Bob Mueller is doing."" Sen. Richard… https://t.co/0Y2MdYrwt0",2018-03-07 01:33:15+00:00,0.0,0.0,1.0,0.0
288,CNN,"The Trump administration has quietly said it will consider big game trophy imports on a ""case-by-case"" basis… https://t.co/hjvWoPTtSI",2018-03-07 01:31:05+00:00,0.0,0.0,1.0,0.0
289,CNN,"At least 78 people have died in Nigeria with hundreds more infected in an outbreak of Lassa fever, the Nigeria Cent… https://t.co/AqO4WD8W4Y",2018-03-07 01:26:06+00:00,-0.796,0.0,0.738,0.262
290,CNN,"A HUD employee wrote a blistering open letter to Secretary Ben Carson, accusing him of participating in a ""smear ca… https://t.co/RTeoibDkL6",2018-03-07 01:21:14+00:00,-0.4939,0.0,0.792,0.208
291,CNN,A Kansas man pleaded guilty in state court to killing a engineer from India and injuring two others at a sports bar… https://t.co/tt0Hsi9wrt,2018-03-07 01:11:03+00:00,-0.802,0.0,0.714,0.286
292,CNN,"Barbie unveils dolls based on real-life figures including Amelia Earhart, Frida Kahlo, Katherine Johnson and Chloe… https://t.co/EuJLMQthDt",2018-03-07 01:06:20+00:00,0.0,0.0,1.0,0.0
293,CNN,American regulators have held up Broadcom's hostile takeover of Qualcomm over concerns the deal could harm national… https://t.co/RLHnVV28bR,2018-03-07 01:06:05+00:00,-0.7269,0.0,0.724,0.276
294,CNN,"Fmr. White House ethics lawyer Richard Painter on Roger Stone and Sam Nunberg: ""Both these guys are a bunch of slee… https://t.co/C5TrJ27STK",2018-03-07 01:04:12+00:00,0.0,0.0,1.0,0.0
295,CNN,"White House aide Kellyanne Conway violated the Hatch Act on two occasions by ""advocating for and against candidates… https://t.co/71lR2ZBW0G",2018-03-07 01:01:06+00:00,-0.5267,0.0,0.841,0.159
296,CNN,Senate Majority Leader Mitch McConnell broke his silence and denounced President Trump's threat to place controvers… https://t.co/ME2K08oRBo,2018-03-07 00:56:52+00:00,-0.7351,0.0,0.708,0.292
297,CNN,A top Amazon executive is leaving for Airbnb https://t.co/at4MPaSBwU https://t.co/kH0raUImSg,2018-03-07 00:56:06+00:00,0.3612,0.333,0.667,0.0
298,CNN,Fox wants to shave the advertising on its networks to two minutes per hour https://t.co/aQOw9vJgpO https://t.co/OHatiLZP8s,2018-03-07 00:51:05+00:00,0.0,0.0,1.0,0.0
299,CNN,Genetic testing company 23andMe has been give federal approval to sell at-home kits that test for three breast canc… https://t.co/RNTagEgDS2,2018-03-07 00:41:07+00:00,0.4767,0.14,0.86,0.0
300,FoxNews,.@RandPaul: “I think the FISA court has way too much power but I also believe that special counsels are given too m… https://t.co/NJuaSWpYb2,2018-03-07 07:05:00+00:00,0.5499,0.145,0.855,0.0
301,FoxNews,Mother claims Spirit Airlines kicked her off flight because her baby was spitting up https://t.co/qmSi6OcLHT,2018-03-07 07:00:02+00:00,0.1779,0.108,0.892,0.0
302,FoxNews,".@POTUS: ""The Russians had no impact on our votes whatsoever, but certainly there was meddling...You have to be rea… https://t.co/rGRwwfxzyR",2018-03-07 06:55:00+00:00,0.3612,0.137,0.793,0.07
303,FoxNews,"1 Missouri police officer killed, 2 others wounded in shooting; suspect dead https://t.co/bru3GUVJKg via @RyanGaydos",2018-03-07 06:52:27+00:00,-0.9001,0.0,0.476,0.524
304,FoxNews,Skull of 'oldest Dutchwoman' found beneath the North Sea https://t.co/WbleEq63fs,2018-03-07 06:50:00+00:00,0.0,0.0,1.0,0.0
305,FoxNews,".@RepRatcliffe: “A second special counsel is not just appropriate, but necessary.” #TheStory https://t.co/k2geeaaoOy",2018-03-07 06:45:00+00:00,0.2144,0.134,0.866,0.0
306,FoxNews,.@Walmart employee Sabrina Barnes recently brought down the house with a powerful rendition of “The Star-Spangled B… https://t.co/kaV3PQmhvL,2018-03-07 06:35:00+00:00,0.4215,0.149,0.851,0.0
307,FoxNews,Marines let women join West Coast combat course https://t.co/xFjGhqolBA,2018-03-07 06:30:00+00:00,-0.0516,0.19,0.603,0.207
308,FoxNews,".@POTUS: ""A strong and balanced economic relationship strengthens security and prosperity in both of our countries… https://t.co/hGnsp9V1bn",2018-03-07 06:25:00+00:00,0.8271,0.383,0.617,0.0
309,FoxNews,Alabama high school basketball player's touching praise of coach goes viral https://t.co/bgJD3PtMRX via @RyanGaydos,2018-03-07 06:23:54+00:00,0.5574,0.217,0.783,0.0
310,FoxNews,"Illegal immigrants with sex, robbery convictions among those who evaded capture after Dem mayor's warning https://t.co/zpLyEfEHFy",2018-03-07 06:20:00+00:00,-0.7184,0.0,0.7,0.3
311,FoxNews,MAJESTIC: The impressive hunting skills of a bald eagle were on full display after a fisherman recently set his cam… https://t.co/0kwwmDhwtL,2018-03-07 06:15:00+00:00,0.5106,0.155,0.845,0.0
312,FoxNews,Alabama man agrees to plea deal after being arrested 4 days after publicly criticizing local sheriff https://t.co/Grfw23OCtV,2018-03-07 06:10:00+00:00,-0.5859,0.088,0.637,0.275
313,FoxNews,".@LawrenceBJones3 on DACA: ""[Democrats] don't want to make a deal because they want to campaign on this issue.""… https://t.co/7vczVQXuxO",2018-03-07 06:05:00+00:00,-0.1139,0.0,0.867,0.133
314,FoxNews,Word invented by 'The Simpsons' makes it into Webster's dictionary https://t.co/sSX8i7202Q,2018-03-07 06:00:00+00:00,0.0,0.0,1.0,0.0
315,FoxNews,".@POTUS: ""The @WhiteHouse has tremendous energy. It has tremendous spirit. It is a great place to be working...Beli… https://t.co/B8y1HK07mp",2018-03-07 05:55:00+00:00,0.7845,0.345,0.655,0.0
316,FoxNews,What to know about the incoming nor'easter https://t.co/GM7OTy4JCd,2018-03-07 05:50:00+00:00,0.0,0.0,1.0,0.0
317,FoxNews,.@TGowdySC explains why he's calling for a special counsel to investigate alleged bias and FISA abuse inside the… https://t.co/02vxOASTkf,2018-03-07 05:45:00+00:00,-0.4404,0.116,0.644,0.24
318,FoxNews,"Man accused of stealing Frances McDormand’s Oscar charged with theft, officials say https://t.co/MfyilgvleI",2018-03-07 05:40:00+00:00,-0.7717,0.0,0.565,0.435
319,FoxNews,TRY TO 'SHEEP' UP: A paramedic responding to a house call in England made some fluffy friends while trekking throug… https://t.co/Q3HwBc2fbe,2018-03-07 05:35:00+00:00,0.4767,0.147,0.853,0.0
320,FoxNews,.@RandPaul: “I think the FISA court has way too much power but I also believe that special counsels are given too m… https://t.co/NJuaSWpYb2,2018-03-07 07:05:00+00:00,0.5499,0.145,0.855,0.0
321,FoxNews,Mother claims Spirit Airlines kicked her off flight because her baby was spitting up https://t.co/qmSi6OcLHT,2018-03-07 07:00:02+00:00,0.1779,0.108,0.892,0.0
322,FoxNews,".@POTUS: ""The Russians had no impact on our votes whatsoever, but certainly there was meddling...You have to be rea… https://t.co/rGRwwfxzyR",2018-03-07 06:55:00+00:00,0.3612,0.137,0.793,0.07
323,FoxNews,"1 Missouri police officer killed, 2 others wounded in shooting; suspect dead https://t.co/bru3GUVJKg via @RyanGaydos",2018-03-07 06:52:27+00:00,-0.9001,0.0,0.476,0.524
324,FoxNews,Skull of 'oldest Dutchwoman' found beneath the North Sea https://t.co/WbleEq63fs,2018-03-07 06:50:00+00:00,0.0,0.0,1.0,0.0
325,FoxNews,".@RepRatcliffe: “A second special counsel is not just appropriate, but necessary.” #TheStory https://t.co/k2geeaaoOy",2018-03-07 06:45:00+00:00,0.2144,0.134,0.866,0.0
326,FoxNews,.@Walmart employee Sabrina Barnes recently brought down the house with a powerful rendition of “The Star-Spangled B… https://t.co/kaV3PQmhvL,2018-03-07 06:35:00+00:00,0.4215,0.149,0.851,0.0
327,FoxNews,Marines let women join West Coast combat course https://t.co/xFjGhqolBA,2018-03-07 06:30:00+00:00,-0.0516,0.19,0.603,0.207
328,FoxNews,".@POTUS: ""A strong and balanced economic relationship strengthens security and prosperity in both of our countries… https://t.co/hGnsp9V1bn",2018-03-07 06:25:00+00:00,0.8271,0.383,0.617,0.0
329,FoxNews,Alabama high school basketball player's touching praise of coach goes viral https://t.co/bgJD3PtMRX via @RyanGaydos,2018-03-07 06:23:54+00:00,0.5574,0.217,0.783,0.0
330,FoxNews,"Illegal immigrants with sex, robbery convictions among those who evaded capture after Dem mayor's warning https://t.co/zpLyEfEHFy",2018-03-07 06:20:00+00:00,-0.7184,0.0,0.7,0.3
331,FoxNews,MAJESTIC: The impressive hunting skills of a bald eagle were on full display after a fisherman recently set his cam… https://t.co/0kwwmDhwtL,2018-03-07 06:15:00+00:00,0.5106,0.155,0.845,0.0
332,FoxNews,Alabama man agrees to plea deal after being arrested 4 days after publicly criticizing local sheriff https://t.co/Grfw23OCtV,2018-03-07 06:10:00+00:00,-0.5859,0.088,0.637,0.275
333,FoxNews,".@LawrenceBJones3 on DACA: ""[Democrats] don't want to make a deal because they want to campaign on this issue.""… https://t.co/7vczVQXuxO",2018-03-07 06:05:00+00:00,-0.1139,0.0,0.867,0.133
334,FoxNews,Word invented by 'The Simpsons' makes it into Webster's dictionary https://t.co/sSX8i7202Q,2018-03-07 06:00:00+00:00,0.0,0.0,1.0,0.0
335,FoxNews,".@POTUS: ""The @WhiteHouse has tremendous energy. It has tremendous spirit. It is a great place to be working...Beli… https://t.co/B8y1HK07mp",2018-03-07 05:55:00+00:00,0.7845,0.345,0.655,0.0
336,FoxNews,What to know about the incoming nor'easter https://t.co/GM7OTy4JCd,2018-03-07 05:50:00+00:00,0.0,0.0,1.0,0.0
337,FoxNews,.@TGowdySC explains why he's calling for a special counsel to investigate alleged bias and FISA abuse inside the… https://t.co/02vxOASTkf,2018-03-07 05:45:00+00:00,-0.4404,0.116,0.644,0.24
338,FoxNews,"Man accused of stealing Frances McDormand’s Oscar charged with theft, officials say https://t.co/MfyilgvleI",2018-03-07 05:40:00+00:00,-0.7717,0.0,0.565,0.435
339,FoxNews,TRY TO 'SHEEP' UP: A paramedic responding to a house call in England made some fluffy friends while trekking throug… https://t.co/Q3HwBc2fbe,2018-03-07 05:35:00+00:00,0.4767,0.147,0.853,0.0
340,FoxNews,"Two conspiracy theorists arrested after harassing Texas pastor of church shooting, police say https://t.co/EgIXMha8bO via @RyanGaydos",2018-03-07 05:32:59+00:00,-0.875,0.0,0.565,0.435
341,FoxNews,Peyton Manning unloads his Papa John's franchises in Denver area https://t.co/f0VORTiypk,2018-03-07 05:30:00+00:00,0.0,0.0,1.0,0.0
342,FoxNews,".@POTUS: “We have come certainly a long way, at least rhetorically, with North Korea.” https://t.co/lCILbcOER6",2018-03-07 05:25:00+00:00,0.34,0.156,0.844,0.0
343,FoxNews,Rugby player who swallowed garden slug as dare fights Australia government over health bills https://t.co/HCUPqoGAnA,2018-03-07 05:20:00+00:00,-0.4019,0.0,0.838,0.162
344,FoxNews,Peyton Manning unloads his Papa John's franchises in Denver area https://t.co/FCAvXheAGa,2018-03-07 05:19:12+00:00,0.0,0.0,1.0,0.0
345,FoxNews,Saudi Arabia hosted its first road race for women https://t.co/YgTmPJqc3N,2018-03-07 05:15:00+00:00,0.0,0.0,1.0,0.0
346,FoxNews,"OPINION:  #Trump boldly wades into cutting federal government down to size -- will it work?, via @CalThomas https://t.co/R3V6dg3JBf",2018-03-07 05:10:00+00:00,0.25,0.125,0.8,0.075
347,FoxNews,".@kayleighmcenany: ""Dreamers and DACA recipients are a pawn to [Democrats]."" https://t.co/OTXrNCollP https://t.co/plztDXBpk6",2018-03-07 05:05:00+00:00,0.0,0.0,1.0,0.0
348,FoxNews,"On #TheStory with @marthamaccallum Tuesday, @Sen_JoeManchin praised @POTUS' tariff proposal, saying he supports the… https://t.co/q6K3cpYZbQ",2018-03-07 05:00:01+00:00,0.6908,0.305,0.695,0.0
349,FoxNews,Texas police officer faces human smuggling charges https://t.co/OTEYscKxFl,2018-03-07 04:50:36+00:00,-0.6369,0.0,0.536,0.464
350,FoxNews,Woman claims airport security confiscated her gun necklace because it was 'potentially dangerous' https://t.co/F01JJRmZpc,2018-03-07 04:41:31+00:00,-0.4767,0.127,0.582,0.291
351,FoxNews,.@AdamLaxalt: “This is common sense that our law enforcement locally needs to work with the federal authorities to… https://t.co/wKIgJtrIRh,2018-03-07 04:25:59+00:00,0.0,0.0,1.0,0.0
352,FoxNews,.@pnjaban on California being sued by #Trump admin for violating federal law: “It’s just like any other federal law… https://t.co/4qx5d8goAT,2018-03-07 04:18:40+00:00,-0.25,0.104,0.75,0.146
353,FoxNews,".@AmbJohnBolton: ""I don't think #Trump wants a trade war. I think he wants to say to people: When you make commitme… https://t.co/SKhmlPEbW4",2018-03-07 03:59:03+00:00,-0.5994,0.0,0.83,0.17
354,FoxNews,Democrats hoping strong turnout spurs them in deep-red Texas https://t.co/WMieVh8yMc,2018-03-07 03:52:19+00:00,0.7269,0.433,0.567,0.0
355,FoxNews,".@IngrahamAngle: ""North Korea is signaling a willingness to hold talks...You think that that would have happened wi… https://t.co/GtYtkkx9HG",2018-03-07 03:28:25+00:00,0.2732,0.116,0.884,0.0
356,FoxNews,".@IngrahamAngle: ""#DonaldTrump - in politics - is an innovator and he's not afraid to break with the establishment'… https://t.co/LgV6ytVa1e",2018-03-07 03:22:48+00:00,0.0,0.0,1.0,0.0
357,FoxNews,".@SenSanders' stepdaughter loses bid for mayor of Burlington, Vermont https://t.co/3X3PaOFbKJ",2018-03-07 03:11:08+00:00,-0.3182,0.0,0.796,0.204
358,FoxNews,"JUST IN: Stormy Daniels sues #Trump, says 'hush agreement' is invalid because he didn't sign it https://t.co/WnLmnmRjxw",2018-03-07 02:58:34+00:00,0.4939,0.167,0.833,0.0
359,FoxNews,What to know about the incoming nor'easter https://t.co/GM7OTy4JCd,2018-03-07 02:51:33+00:00,0.0,0.0,1.0,0.0
360,FoxNews,.@POTUS defended his tariff announcement during a joint press conference with the Swedish Prime Minister on Tuesday… https://t.co/bEvcgT9Wk0,2018-03-07 02:45:39+00:00,0.0,0.0,1.0,0.0
361,FoxNews,TUNE IN: @ShannonBream is live in Sacramento. Watch @foxnewsnight tonight at 11pm ET! https://t.co/rEuEn0gp4G,2018-03-07 02:34:28+00:00,0.0,0.0,1.0,0.0
362,FoxNews,BREAKING: #Trump's @TheJusticeDept sues California over 'interference' with immigration enforcement https://t.co/2GROjC9cI6,2018-03-07 02:15:31+00:00,0.0,0.0,1.0,0.0
363,FoxNews,".@DLoesch: ""Here we're looking at multiple systemic failures coming from the government that failed to protect us.… https://t.co/qG8mz1VweP",2018-03-07 01:55:26+00:00,-0.5719,0.109,0.628,0.264
364,FoxNews,.@Walmart employee Sabrina Barnes recently brought down the house with a powerful rendition of “The Star-Spangled B… https://t.co/W0ESErky00,2018-03-07 01:42:09+00:00,0.4215,0.149,0.851,0.0
365,FoxNews,"Joe diGenova on need for special counsel to probe FISA abuses: ""The inspector general, to whom this investigation h… https://t.co/6zjJApR83Q",2018-03-07 01:32:58+00:00,-0.2263,0.111,0.741,0.148
366,FoxNews,.@USArmy pledges reform after IG finds hundreds of war dogs mishandled https://t.co/n4qt1jERuZ,2018-03-07 01:23:46+00:00,-0.5994,0.0,0.738,0.262
367,FoxNews,Steelworkers' President: @POTUS' Trade Policy Will Punish 'Evildoers' in Int'l Market  #TheStory https://t.co/QVU3sFMOfa,2018-03-07 01:12:14+00:00,-0.5267,0.0,0.779,0.221
368,FoxNews,"Stoneman Douglas High School student Kyle Kashuv: “We have to focus first on what we can achieve, and that is bipar… https://t.co/7PXeTIGEtM",2018-03-07 01:02:53+00:00,0.0,0.0,1.0,0.0
369,FoxNews,WATCH: Police and firefighters used their life-saving skills to save a 9-week-old Saint Bernard puppy that was chok… https://t.co/klWB8fQTsA,2018-03-07 00:52:14+00:00,0.4939,0.158,0.842,0.0
370,FoxNews,.@RepPeteKing: “I’ve never supported a special counsel before. I think in this case it is essential that there be o… https://t.co/yh6Nj7uMU7,2018-03-07 00:43:18+00:00,-0.4973,0.0,0.801,0.199
371,FoxNews,".@RepRatcliffe: “A second special counsel is not just appropriate, but necessary.” #TheStory https://t.co/iUyIBUPYIr",2018-03-07 00:35:32+00:00,0.2144,0.134,0.866,0.0
372,FoxNews,".@Sen_JoeManchin: “We have a president that has the spine to start saying ‘Wait a minute, we’ve been taken advantag… https://t.co/GRTRUzONmH",2018-03-07 00:26:19+00:00,0.0,0.0,1.0,0.0
373,FoxNews,.@Sen_JoeManchin: “…These trade wars. I don’t think that will happen. I think they’ll sit down and re-evaluate the… https://t.co/FgNutYe2RM,2018-03-07 00:15:11+00:00,-0.5574,0.0,0.816,0.184
374,FoxNews,.@TGowdySC &amp; @RepGoodlatte Call for Special Counsel on FISA: Current Probe 'Has No Jurisdiction' Over 24 Witnesses… https://t.co/98gLN4S6Mm,2018-03-07 00:02:12+00:00,0.128,0.129,0.766,0.105
375,FoxNews,"RT @MikeEmanuelFox: Lawmakers look to fine tune President Trump's tariff proposal-from #SpecialReport tonight:

https://t.co/HiDK32yC3f",2018-03-06 23:46:49+00:00,0.2023,0.122,0.878,0.0
376,FoxNews,".@BillHemmer to @TGowdySC and @RepGoodlatte: ""Do you have evidence the Department of Justice was spying on the… https://t.co/fCOCgX3ggF",2018-03-06 23:43:20+00:00,0.5267,0.167,0.833,0.0
377,FoxNews,".@RepGoodlatte: ""In order to set the record straight, clear what is going on at the @FBI, and make sure this does n… https://t.co/JpZQ0Brppe",2018-03-06 23:30:10+00:00,0.7003,0.254,0.746,0.0
378,FoxNews,.@TGowdySC explains why he's calling for a special counsel to investigate alleged bias and FISA abuse inside the… https://t.co/2MrQQJu6kp,2018-03-06 23:25:39+00:00,-0.4404,0.116,0.644,0.24
379,FoxNews,"Gary Cohn, White House chief economic adviser, to resign - via @brookefoxnews  @johnrobertsFox 
https://t.co/oI0r9YL1xC",2018-03-06 23:07:48+00:00,-0.34,0.0,0.833,0.167
380,FoxNews,.@POTUS on Russian Interference in 2018: 'We'll Counteract Whatever They Do' https://t.co/ehfgjrlD3A,2018-03-06 23:03:33+00:00,0.0,0.0,1.0,0.0
381,FoxNews,"RT @FoxNewsResearch: Recent White House Turnover:
—Departures/Planned Departures—
•Staff Secretary Rob Porter
•Speechwriter David Sorensen…",2018-03-06 22:54:36+00:00,-0.5574,0.0,0.795,0.205
382,FoxNews,World's oldest message in a bottle discovered on Australian beach https://t.co/q7R7SJYq8x,2018-03-06 22:50:00+00:00,0.0,0.0,1.0,0.0
383,FoxNews,"BREAKING: Gary Cohn, White House chief economic adviser, to resign  https://t.co/4TAF2MpTBR https://t.co/XQD9GWYN0d",2018-03-06 22:45:56+00:00,-0.34,0.0,0.821,0.179
384,FoxNews,"Gowdy, Goodlatte demand appointment of special counsel, citing FISA abuses - via @brookefoxnews 
https://t.co/9q3Q3YBayU",2018-03-06 22:45:23+00:00,-0.34,0.152,0.562,0.287
385,FoxNews,BREAKING: Gary Cohn to resign as #Trump's top economic adviser https://t.co/x7cuQlwd8c,2018-03-06 22:42:03+00:00,-0.1531,0.136,0.682,0.182
386,FoxNews,Rugby player who swallowed garden slug as dare fights Australia government over health bills https://t.co/EfOGsc4Zwt,2018-03-06 22:32:22+00:00,-0.4019,0.0,0.838,0.162
387,FoxNews,"Cochran resignation leaves both Mississippi Senate seats in play - via @brookefoxnews
https://t.co/KFevLskB8O",2018-03-06 22:23:53+00:00,0.0516,0.164,0.685,0.151
388,FoxNews,"Trump on turbulence in the West Wing: 'I like conflict' - via @brookefoxnews 
https://t.co/JGb0D9vfVG",2018-03-06 22:22:51+00:00,0.0516,0.158,0.696,0.146
389,FoxNews,".@kimguilfoyle on North Korea’s potential willingness to talk to U.S., halt nuclear tests: “Why not sit at the tabl… https://t.co/BMTFRzzBkB",2018-03-06 22:16:31+00:00,0.2732,0.1,0.9,0.0
390,FoxNews,Michael Flynn selling home to pay for legal fees after pleading guilty in Trump probe https://t.co/5BYJjRgKpU,2018-03-06 22:06:10+00:00,-0.4019,0.08,0.695,0.225
391,FoxNews,.@GovEdRendell: 'Huge Trouble' for @GOP If Pro-Life Dem Comes Close in PA Special Election  @OutnumberedOT https://t.co/Ovrp3q36JW,2018-03-06 21:45:38+00:00,0.3182,0.242,0.628,0.13
392,FoxNews,".@POTUS: ""The Russians had no impact on our votes whatsoever, but certainly there was meddling...You have to be rea… https://t.co/CAyhpWzLT0",2018-03-06 21:28:04+00:00,0.3612,0.137,0.793,0.07
393,FoxNews,".@POTUS: ""The @WhiteHouse has tremendous energy. It has tremendous spirit. It is a great place to be working...Beli… https://t.co/iasiB8Z1fQ",2018-03-06 21:20:20+00:00,0.7845,0.345,0.655,0.0
394,FoxNews,".@POTUS: ""Our country has been taken advantage of by everybody...and we cannot let that happen any longer."" https://t.co/j84vXFhphr",2018-03-06 21:12:10+00:00,0.25,0.105,0.895,0.0
395,FoxNews,".@SwedishPM: ""I think it's important for us to try to find a way to cooperate between the European Union and the Un… https://t.co/U4TfnRC4yA",2018-03-06 21:07:05+00:00,0.2023,0.079,0.921,0.0
396,FoxNews,".@POTUS: ""The European Union has not treated us well and it's been a very, very unfair trade situation...I'm protec… https://t.co/NGbfE37O5C",2018-03-06 21:03:42+00:00,-0.6689,0.0,0.756,0.244
397,FoxNews,".@SwedishPM: ""This year, Sweden and the United States celebrate 200 years of diplomatic relations and this meeting… https://t.co/yzyl8gakZc",2018-03-06 20:54:01+00:00,0.7579,0.289,0.711,0.0
398,FoxNews,".@POTUS to @SwedishPM: ""A long-standing friendship between our people, anchored in our shared beliefs and values, h… https://t.co/5dO1U2wptj",2018-03-06 20:49:43+00:00,0.7906,0.348,0.652,0.0
399,FoxNews,".@POTUS: ""A strong and balanced economic relationship strengthens security and prosperity in both of our countries… https://t.co/1w1mi9LwEy",2018-03-06 20:46:18+00:00,0.8271,0.383,0.617,0.0
400,nytimes,"""It's always good news when you find penguins,"" a researcher says of the discovery of 1.5 million Adélie penguins i… https://t.co/RRHHQZW7LO",2018-03-07 07:04:23+00:00,0.4404,0.132,0.868,0.0
401,nytimes,RT @nytimesworld: North Korea’s sudden willingness to bargain with the Trump administration over scrapping the North's atomic arsenal raise…,2018-03-07 06:48:04+00:00,0.4404,0.187,0.813,0.0
402,nytimes,"Texas Democrats Surge to Polls, in Show of Anti-Trump Sentiment https://t.co/PBsqMXisUY",2018-03-07 06:41:56+00:00,0.0,0.0,1.0,0.0
403,nytimes,The organizer of the failed Fyre Festival pleaded guilty to federal fraud charges https://t.co/qCeFSNOPKz,2018-03-07 06:21:01+00:00,-0.8316,0.132,0.372,0.496
404,nytimes,"A cruise skeptic tries to enjoy 4 days on the high seas with his family, Mickey and a bunch of princesses https://t.co/novYdBgYIt",2018-03-07 06:03:13+00:00,0.3182,0.145,0.769,0.086
405,nytimes,"RT @nytimestravel: Did @jadabird, our 52 Places Traveler, love @DisneySprings. No. But she did have some magical moments. https://t.co/eojt…",2018-03-07 05:47:04+00:00,0.4588,0.179,0.726,0.094
406,nytimes,How the shape of your ears affects what you hear https://t.co/Dzj8tebpZE,2018-03-07 05:32:02+00:00,0.0,0.0,1.0,0.0
407,nytimes,"RT @nytopinion: I got my son involuntarily committed, and it backfired. Laws like the Baker Act aren't a solution to our mental health cris…",2018-03-07 05:17:02+00:00,0.3895,0.18,0.743,0.077
408,nytimes,Here's the 2018 election calendar https://t.co/eEQxkRTuXK,2018-03-07 05:02:10+00:00,0.0,0.0,1.0,0.0
409,nytimes,Organizer of Failed Fyre Festival Pleads Guilty to Fraud https://t.co/trsShlQG88,2018-03-07 04:58:41+00:00,-0.7717,0.168,0.314,0.518
410,nytimes,"An employee at OpenTable booked hundreds of tables at Chicago restaurants, using a rival service, with the intent o… https://t.co/83eBHqdn0t",2018-03-07 04:47:04+00:00,0.0,0.0,1.0,0.0
411,nytimes,Texas primary election live results https://t.co/coi5RTaSHU,2018-03-07 04:32:05+00:00,0.0,0.0,1.0,0.0
412,nytimes,"RT @MichaelPaulson: A ‘Frozen’ bond: heartbreak, hard choices and high notes as Elsa and Anna arrive on Broadway. https://t.co/0YzLqsZ0ex",2018-03-07 04:17:05+00:00,-0.6249,0.0,0.758,0.242
413,nytimes,"On the 20th anniversary of “The Big Lebowski,” here's a list of streamable movies that follow in the footsteps of e… https://t.co/q75khuckpv",2018-03-07 04:02:02+00:00,0.0,0.0,1.0,0.0
414,nytimes,"Stormy Daniels files suit, claiming Trump never signed ""hush agreement"" https://t.co/PMNv95mel1",2018-03-07 03:48:08+00:00,-0.3875,0.0,0.792,0.208
415,nytimes,"In the fight for equality, the U.S. women’s soccer team has emerged as a new kind of role model for women’s teams f… https://t.co/o7rvCNUag2",2018-03-07 03:36:04+00:00,-0.3818,0.0,0.894,0.106
416,nytimes,RT @mattbpurdy: This is an important development. A possible link between the United Arab Emirates and Trump is helping Mueller in a new ph…,2018-03-07 03:26:04+00:00,0.7003,0.264,0.736,0.0
417,nytimes,"RT @nytpolitics: President Trump was infuriated by Gary Cohn’s decision to resign, denouncing him in private conversations as a “globalist”…",2018-03-07 03:17:06+00:00,-0.7506,0.0,0.726,0.274
418,nytimes,"“Who made history?” chanted the throng of red-clad West Virginia teachers, who had defied state officials by stagin… https://t.co/QSW38TPcPi",2018-03-07 03:02:06+00:00,0.0,0.0,1.0,0.0
419,nytimes,Texas primary election live results https://t.co/359hlxZEqI,2018-03-07 02:47:04+00:00,0.0,0.0,1.0,0.0
420,nytimes,"""It's always good news when you find penguins,"" a researcher says of the discovery of 1.5 million Adélie penguins i… https://t.co/RRHHQZW7LO",2018-03-07 07:04:23+00:00,0.4404,0.132,0.868,0.0
421,nytimes,RT @nytimesworld: North Korea’s sudden willingness to bargain with the Trump administration over scrapping the North's atomic arsenal raise…,2018-03-07 06:48:04+00:00,0.4404,0.187,0.813,0.0
422,nytimes,"Texas Democrats Surge to Polls, in Show of Anti-Trump Sentiment https://t.co/PBsqMXisUY",2018-03-07 06:41:56+00:00,0.0,0.0,1.0,0.0
423,nytimes,The organizer of the failed Fyre Festival pleaded guilty to federal fraud charges https://t.co/qCeFSNOPKz,2018-03-07 06:21:01+00:00,-0.8316,0.132,0.372,0.496
424,nytimes,"A cruise skeptic tries to enjoy 4 days on the high seas with his family, Mickey and a bunch of princesses https://t.co/novYdBgYIt",2018-03-07 06:03:13+00:00,0.3182,0.145,0.769,0.086
425,nytimes,"RT @nytimestravel: Did @jadabird, our 52 Places Traveler, love @DisneySprings. No. But she did have some magical moments. https://t.co/eojt…",2018-03-07 05:47:04+00:00,0.4588,0.179,0.726,0.094
426,nytimes,How the shape of your ears affects what you hear https://t.co/Dzj8tebpZE,2018-03-07 05:32:02+00:00,0.0,0.0,1.0,0.0
